ecosystem,model,dataset,repetition,tracked_j,tracked_s,untracked_s,gap_power_bound_w,job_j_lower,job_j_upper,inflation
Java/DL4J,vgg16,fashionmnist,1,605920.823252,1563.095964,139.05679399999985,232.77495275377726,605920.823252,638289.7619054418,1.0534210699010416
Java/DL4J,vgg16,fashionmnist,2,605185.4614139999,1555.3334619999998,100.52145600000017,232.77495275377726,605185.4614139999,628584.3385851409,1.038663977677967
Java/DL4J,vgg16,fashionmnist,3,607550.5274779999,1561.672042,139.15050900000006,232.77495275377726,607550.5274779999,639941.280636139,1.053313677946419
Java/DL4J,vgg16,fashionmnist,4,606331.2233690001,1561.2641820000001,99.75835799999982,232.77495275377726,606331.2233690001,629552.4704392445,1.0382979569173736
Java/DL4J,vgg16,tinyimagenet,0,990289.5340499998,2577.6772849999998,100.93029300000035,232.77495275377726,990289.5340499998,1013783.5782344998,1.0237244193507893
Java/DL4J,vgg16,tinyimagenet,1,991175.559682,2556.555051,101.50947399999995,232.77495275377726,991175.559682,1014804.4226964107,1.0238392308845787
Java/DL4J,vgg16,tinyimagenet,2,986806.2588790001,2531.679788000001,138.89867199999935,232.77495275377726,986806.2588790001,1019138.3906913623,1.0327644170488857
Java/DL4J,vgg16,tinyimagenet,3,993612.88902,2552.521914,100.41738799999985,232.77495275377726,993612.88902,1016987.5417673577,1.023524908951626
Java/DL4J,vgg16,tinyimagenet,4,986912.6780260002,2548.9539940000004,101.20369599999958,232.77495275377726,986912.6780260002,1010470.3635809077,1.023870080990374
Python/JAX,resnet18,cifar100,0,19325.769836,59.213167999999996,276.66389200000003,141.03201392457842,19325.769836,58344.23570497207,3.0189863689822363
Python/JAX,resnet18,cifar100,1,19245.027788,59.894985000000005,200.98449999999997,141.03201392457842,19245.027788,47590.27659062443,2.472860892427433
Python/JAX,resnet18,cifar100,2,19164.266097000003,59.526362999999996,200.482394,141.03201392457842,19164.266097000003,47438.70187924082,2.4753727400323946
Python/JAX,resnet18,cifar100,3,19351.521985,59.977951000000004,276.96791199999996,141.03201392457842,19351.521985,58412.8644068454,3.018515259529619
Python/JAX,resnet18,cifar100,4,19127.50971,59.28593199999999,276.668901,141.03201392457842,19127.50971,58146.68200832981,3.039950463490305
Python/JAX,resnet18,fashionmnist,0,20525.36697800001,59.911654000000006,200.912509,141.03201392457842,20525.36697800001,48860.46274490999,2.380491554537407
Python/JAX,resnet18,fashionmnist,1,20489.205024999996,59.867393,276.930275,141.03201392457842,20489.205024999996,59545.239424937325,2.9061761719053
Python/JAX,resnet18,fashionmnist,2,20760.038181999997,59.925936,200.84782099999998,141.03201392457842,20760.038181999997,49086.01086999323,2.3644470419400907
Python/JAX,resnet18,fashionmnist,3,20395.098861000002,59.76271499999999,201.060232,141.03201392457842,20395.098861000002,48751.028300102975,2.3903305707100966
Python/JAX,resnet18,fashionmnist,4,20508.501624,59.888035,276.942567,141.03201392457842,20508.501624,59566.269589452495,2.904467165935969
Python/JAX,resnet18,tinyimagenet,0,56704.83222000001,246.21408300000004,197.33617299999995,141.03201392457842,56704.83222000001,84535.55011835902,1.4907997574242537
Python/JAX,resnet18,tinyimagenet,1,57947.49375100001,239.09622999999996,199.49401200000003,141.03201392457842,57947.49375100001,86082.53602925403,1.4855264733130669
Python/JAX,resnet18,tinyimagenet,2,57100.120063,242.68555700000002,197.89714899999996,141.03201392457842,57100.120063,85009.95353640236,1.4887876495287353
Python/JAX,resnet18,tinyimagenet,3,56194.571628,242.954993,276.85585,141.03201392457842,56194.571628,95240.109720301,1.6948275778446513
Python/JAX,resnet18,tinyimagenet,4,58038.845446,240.259072,199.24470300000002,141.03201392457842,58038.845446,86138.7271738945,1.484156456110743
Python/JAX,vgg16,cifar100,0,63361.517923,164.27769700000002,201.843467,141.03201392457842,63361.517923,91827.90857152919,1.4492693922377764
Python/JAX,vgg16,cifar100,1,63958.801395,165.26827300000002,202.90419099999997,141.03201392457842,63958.801395,92574.78808546731,1.4474128042791055
Python/JAX,vgg16,cifar100,2,63954.364554,165.271004,202.81293399999998,141.03201392457842,63954.364554,92557.4810859726,1.44724260386985
Python/JAX,vgg16,cifar100,3,63479.038000999986,164.06536999999997,277.989821,141.03201392457842,63479.038000999986,102684.50230716306,1.61761276699791
Python/JAX,vgg16,cifar100,4,64031.658451999996,165.089084,203.086451,141.03201392457842,64031.658451999996,92673.34963732521,1.4473051593188995
Python/JAX,vgg16,fashionmnist,0,75323.665949,194.44108899999998,202.42769700000002,141.03201392457842,75323.665949,103872.45173102434,1.3790148212031275
Python/JAX,vgg16,fashionmnist,1,75591.321156,194.474481,202.32555900000003,141.03201392457842,75591.321156,104125.70221018612,1.3774822376142744
Python/JAX,vgg16,fashionmnist,2,75555.659621,194.77549,201.96439600000002,141.03201392457842,75555.659621,104039.10512994108,1.3769862595577733
Python/JAX,vgg16,fashionmnist,3,74939.543226,194.16926999999995,278.577988,141.03201392457842,74939.543226,114227.95790869703,1.5242681365726027
Python/JAX,vgg16,fashionmnist,4,75534.12752599998,194.665974,202.116765,141.03201392457842,75534.12752599998,104039.06194187072,1.377378217628302
Python/JAX,vgg16,tinyimagenet,0,129685.544068,331.6082380000001,195.36351799999994,141.03201392457842,129685.544068,157238.05445893062,1.2124562964125254
Python/JAX,vgg16,tinyimagenet,1,129092.009735,330.20960700000006,233.6614469999999,141.03201392457842,129092.009735,162045.75418194113,1.2552733086624692
Python/JAX,vgg16,tinyimagenet,2,128245.62517200001,329.827541,234.19721400000003,141.03201392457842,128245.62517200001,161274.9299179455,1.2575472239434862
Python/JAX,vgg16,tinyimagenet,3,129227.76507800001,330.35904600000003,195.474873,141.03201392457842,129227.76507800001,156795.9800888412,1.2133304324670586
Python/JAX,vgg16,tinyimagenet,4,129052.46443699999,330.828,195.132744,141.03201392457842,129052.46443699999,156572.4283059492,1.2132463257405188
Python/PyTorch,resnet18,cifar100,0,108846.87042600002,288.312343,226.58365499999996,197.89139732501957,108846.87042600002,153685.82652496017,1.411945294554372
Python/PyTorch,resnet18,cifar100,1,107837.81501800001,286.79782499999993,229.05268200000006,197.89139732501957,107837.81501800001,153165.3703200234,1.4203308022742989
Python/PyTorch,resnet18,cifar100,2,107346.58031300001,285.82526699999994,187.02772900000008,197.89139732501957,107346.58031300001,144357.75894333512,1.3447820929406258
Python/PyTorch,resnet18,cifar100,3,107459.57725100001,286.90733500000005,230.94592899999992,197.89139732501957,107459.57725100001,153161.78984733476,1.4252967838277015
Python/PyTorch,resnet18,cifar100,4,108610.697283,287.696862,188.211164,197.89139732501957,108610.697283,145856.0675191284,1.3429254315445607
Python/PyTorch,resnet18,fashionmnist,0,130401.960612,339.409057,106.13272,197.89139732501957,130401.960612,151404.71287470506,1.1610616294734784
Python/PyTorch,resnet18,fashionmnist,1,128362.186761,337.257246,226.27293399999996,197.89139732501957,128362.186761,173139.65384709192,1.348836898279584
Python/PyTorch,resnet18,fashionmnist,2,130032.790446,338.9208520000001,108.62361499999992,197.89139732501957,130032.790446,151528.46940084494,1.1653096798208884
Python/PyTorch,resnet18,fashionmnist,3,127924.177731,337.869185,225.66644199999996,197.89139732501957,127924.177731,172581.62526774546,1.349093098183922
Python/PyTorch,resnet18,fashionmnist,4,129990.748116,339.12576700000005,112.41761999999994,197.89139732501957,129990.748116,152237.22802175305,1.1711389481803807
Python/PyTorch,resnet18,tinyimagenet,0,217621.165224,560.9831589999999,139.3675790000001,197.89139732501957,217621.165224,245200.81017411506,1.126732365033185
Python/PyTorch,resnet18,tinyimagenet,1,217347.98497100003,559.4851300000001,100.81013299999984,197.89139732501957,217347.98497100003,237297.44305489108,1.0917857972621776
Python/PyTorch,resnet18,tinyimagenet,2,216380.33435500003,558.6074870000001,114.68030199999987,197.89139732501957,216380.33435500003,239074.57956343523,1.1048812743361527
Python/PyTorch,resnet18,tinyimagenet,3,216493.300629,558.9178980000002,128.3430219999998,197.89139732501957,216493.300629,241891.2805894957,1.1173153159321991
Python/PyTorch,resnet18,tinyimagenet,4,216688.080094,559.589864,99.68786599999999,197.89139732501957,216688.080094,236415.4511930893,1.091040407439724
Python/PyTorch,vgg16,cifar100,0,168060.794201,432.0474949999999,139.4662350000001,197.89139732501957,168060.794201,195659.96232480957,1.16422133582685
Python/PyTorch,vgg16,cifar100,1,167197.14595099998,430.88854,100.535913,197.89139732501957,167197.14595099998,187092.33825591658,1.1189924157601783
Python/PyTorch,vgg16,cifar100,2,166158.080474,430.03639,139.41020000000003,197.89139732501957,166158.080474,193746.15975336044,1.1660351347383155
Python/PyTorch,vgg16,cifar100,3,167652.94849900002,430.8855699999999,100.50393700000006,197.89139732501957,167652.94849900002,187541.81302859576,1.1186311646031943
Python/PyTorch,vgg16,cifar100,4,166908.50216099998,430.861003,139.58657300000004,197.89139732501957,166908.50216099998,194531.48413978083,1.1654977524879813
Python/PyTorch,vgg16,fashionmnist,0,199249.392916,510.831665,139.28174900000005,197.89139732501957,199249.392916,226812.05284748267,1.138332466303185
Python/PyTorch,vgg16,fashionmnist,1,198970.21375300002,510.04198700000006,100.00041599999997,197.89139732501957,198970.21375300002,218759.43580832327,1.099458213780126
Python/PyTorch,vgg16,fashionmnist,2,199241.13527100004,510.32880900000004,99.77467199999995,197.89139732501957,199241.13527100004,218985.68453072553,1.0990987590633317
Python/PyTorch,vgg16,fashionmnist,3,197471.216502,508.807218,138.27002199999998,197.89139732501957,197471.216502,224833.66436374118,1.1385642340511133
Python/PyTorch,vgg16,fashionmnist,4,197925.59403499996,509.562941,138.48733600000003,197.89139732501957,197925.59403499996,225331.04646785944,1.1384634087697283
Python/PyTorch,vgg16,tinyimagenet,0,330988.438526,847.2732289999999,100.47257800000011,197.89139732501957,330988.438526,350871.09737926704,1.0600705539498934
Python/PyTorch,vgg16,tinyimagenet,1,328728.625488,838.954533,100.59627799999998,197.89139732501957,328728.625488,348635.7635071161,1.0605579693267169
Python/PyTorch,vgg16,tinyimagenet,2,328488.82814899995,843.98246,138.599287,197.89139732501957,328488.82814899995,355916.43472168135,1.0834963147064485
Python/PyTorch,vgg16,tinyimagenet,3,331494.65387999994,847.622245,100.02809300000001,197.89139732501957,331494.65387999994,351289.35297552694,1.0597134791280605
Python/PyTorch,vgg16,tinyimagenet,4,331645.131585,846.104248,100.558175,197.89139732501957,331645.131585,351544.72934820387,1.060002683193628
Python/TensorFlow,resnet18,cifar100,0,29744.173500999997,90.05824700000001,193.888123,160.18462420173572,29744.173500999997,60802.06962093491,2.0441673936204934
Python/TensorFlow,resnet18,cifar100,1,30227.211165999997,90.56702200000001,194.395082,160.18462420173572,30227.211165999997,61366.3143228356,2.0301679167763025
Python/TensorFlow,resnet18,cifar100,2,29682.024723000006,91.18706700000001,193.77574999999996,160.18462420173572,29682.024723000006,60721.92041615949,2.0457472488090507
Python/TensorFlow,resnet18,cifar100,3,29705.757965,90.25983500000001,194.704615,160.18462420173572,29705.757965,60894.44354911863,2.0499205447262394
Python/TensorFlow,resnet18,cifar100,4,29532.904513000005,90.578781,195.409532,160.18462420173572,29532.904513000005,60834.506961857056,2.05988906154078
Python/TensorFlow,resnet18,fashionmnist,0,33964.97105900001,101.655777,270.649141,160.18462420173572,33964.97105900001,77318.8020006076,2.2764277309790235
Python/TensorFlow,resnet18,fashionmnist,1,34707.646359,101.60859700000002,195.7,160.18462420173572,34707.646359,66055.77731527967,1.9032053234618378
Python/TensorFlow,resnet18,fashionmnist,2,34511.69012400001,101.89019000000002,194.40879,160.18462420173572,34511.69012400001,65652.98909166417,1.902340594035642
Python/TensorFlow,resnet18,fashionmnist,3,34346.125578,101.158857,271.078151,160.18462420173572,34346.125578,77768.67732523636,2.264263465427092
Python/TensorFlow,resnet18,fashionmnist,4,34684.633504,102.303371,270.94405400000005,160.18462420173572,34684.633504,78085.7049736848,2.251305465421152
Python/TensorFlow,resnet18,tinyimagenet,0,73592.701636,240.230359,194.330835,160.18462420173572,73592.701636,104721.51341128451,1.422987756710605
Python/TensorFlow,resnet18,tinyimagenet,1,73230.227325,238.69974700000003,269.76132699999994,160.18462420173572,73230.227325,116441.84411465653,1.5900789655872687
Python/TensorFlow,resnet18,tinyimagenet,2,73785.80538100001,239.085766,194.57281600000002,160.18462420173572,73785.80538100001,104953.37879183349,1.4224060881343878
Python/TensorFlow,resnet18,tinyimagenet,3,73760.745489,237.80188100000004,194.73135499999995,160.18462420173572,73760.745489,104953.71440996978,1.4228938944986886
Python/TensorFlow,resnet18,tinyimagenet,4,73225.85062999999,237.815602,193.66049699999996,160.18462420173572,73225.85062999999,104247.28456466635,1.4236404721525646
Python/TensorFlow,vgg16,cifar100,0,97090.928479,255.77056500000003,187.98536099999995,160.18462420173572,97090.928479,127203.29288621261,1.3101460134221055
Python/TensorFlow,vgg16,cifar100,1,97783.123055,256.65770599999996,186.81357200000002,160.18462420173572,97783.123055,127707.7848816039,1.3060309477922094
Python/TensorFlow,vgg16,cifar100,2,97348.984816,256.87343599999997,187.60435800000005,160.18462420173572,97348.984816,127400.31840083789,1.3086969385622063
Python/TensorFlow,vgg16,cifar100,3,97082.58122899999,255.46679299999997,187.27993600000005,160.18462420173572,97082.58122899999,127081.94739768511,1.3090087406918254
Python/TensorFlow,vgg16,cifar100,4,97625.23881600001,256.629594,186.89921600000002,160.18462420173572,97625.23881600001,127563.61949455904,1.3066664014516332
Python/TensorFlow,vgg16,fashionmnist,0,115602.116365,302.80606600000004,225.69293299999998,160.18462420173572,115602.116365,151754.6540225925,1.3127324896323278
Python/TensorFlow,vgg16,fashionmnist,1,115846.26636199998,302.29819299999997,188.12391300000002,160.18462420173572,115846.26636199998,145980.824669265,1.2601254166716054
Python/TensorFlow,vgg16,fashionmnist,2,115383.92225599998,302.318336,187.42756200000002,160.18462420173572,115383.92225599998,145406.9358400175,1.2602010141188136
Python/TensorFlow,vgg16,fashionmnist,3,114985.04499,301.9447369999999,225.74069500000007,160.18462420173572,114985.04499,151145.23338561365,1.3144773165828516
Python/TensorFlow,vgg16,fashionmnist,4,115212.97388199999,302.4099269999999,187.3936730000001,160.18462420173572,115212.97388199999,145230.55896928796,1.2605399728509021
Python/TensorFlow,vgg16,tinyimagenet,0,196185.61852000002,505.395017,100.75262700000002,160.18462420173572,196185.61852000002,212324.64021333266,1.0822640406319455
Python/TensorFlow,vgg16,tinyimagenet,1,196513.04906,504.64559900000006,99.40546699999993,160.18462420173572,196513.04906,212436.27643499302,1.0810288550870293
Python/TensorFlow,vgg16,tinyimagenet,2,194832.77486100004,502.195114,99.92714999999998,160.18462420173572,194832.77486100004,210839.56783130052,1.0821565723822404
Python/TensorFlow,vgg16,tinyimagenet,3,195339.814892,503.90498299999996,138.14794799999999,160.18462420173572,195339.814892,217468.99202662092,1.1132855436914169
Python/TensorFlow,vgg16,tinyimagenet,4,194643.632327,501.809218,100.29241400000001,160.18462420173572,194643.632327,210708.9349738749,1.0825370059878727
R/torch,resnet18,cifar100,0,328649.38379799994,1818.493422,5.2535669999999755,167.40882527272782,328649.38379799994,329528.8772779615,1.002676084372342
R/torch,resnet18,cifar100,1,324532.45144299994,1812.7203249999998,5.691588000000138,167.40882527272782,324532.45144299994,325485.27350401634,1.0029359839263525
R/torch,resnet18,cifar100,2,318406.5918039999,1812.4228429999996,5.921683000000485,167.40882527272782,318406.5918039999,319397.93379866745,1.0031134468324003
R/torch,resnet18,cifar100,3,325226.07432400004,1824.4293600000003,6.145930999999791,167.40882527272782,325226.07432400004,326254.9574129172,1.0031635934820287
R/torch,resnet18,cifar100,4,326324.809474,1819.881083,6.206386000000066,167.40882527272782,326324.809474,327363.8132634491,1.003183955860187
R/torch,resnet18,fashionmnist,0,424313.21312200004,2379.847061,6.034900000000107,167.40882527272782,424313.21312200004,425323.50864163844,1.0023810135729805
R/torch,resnet18,fashionmnist,1,426109.65427299996,2370.9539629999995,6.187181000000692,167.40882527272782,426109.65427299996,427145.4429759598,1.0024308031807612
R/torch,resnet18,fashionmnist,2,413569.59653599997,2356.7117449999996,6.153968000000532,167.40882527272782,413569.59653599997,414599.82508964604,1.0024910645324876
R/torch,resnet18,fashionmnist,3,423322.79336699995,2369.5953580000005,5.886841999999433,167.40882527272782,423322.79336699995,424308.302670786,1.0023280326956825
R/torch,resnet18,fashionmnist,4,422700.955994,2370.273988,6.058759999999893,167.40882527272782,422700.955994,423715.2458882094,1.0023995448314618
R/torch,resnet18,tinyimagenet,0,617696.8587130001,3429.6912659999994,5.8497140000008585,167.40882527272782,617696.8587130001,618676.1524619217,1.0015853953846585
R/torch,resnet18,tinyimagenet,1,615975.898087,3418.531584,6.681779000000006,167.40882527272782,615975.898087,617094.486860122,1.0018159619176592
R/torch,resnet18,tinyimagenet,2,606536.3823409999,3419.3157659999993,6.25412900000083,167.40882527272782,606536.3823409999,607583.3787299942,1.0017261889302556
R/torch,resnet18,tinyimagenet,3,609680.9562019999,3425.500229,6.316945999999916,167.40882527272782,609680.9562019999,610738.4687111712,1.0017345342648702
R/torch,resnet18,tinyimagenet,4,617184.729409,3436.8105910000004,6.180127999999513,167.40882527272782,617184.729409,618219.337377515,1.001676334360226
R/torch,vgg16,cifar100,0,311598.20448700007,1621.504169,5.76897699999995,167.40882527272782,311598.20448700007,312563.98214959545,1.0030994326946954
R/torch,vgg16,cifar100,1,308876.800396,1616.032024,6.115137000000004,167.40882527272782,308876.800396,309900.5282975518,1.0033143567281173
R/torch,vgg16,cifar100,2,311845.005292,1622.824994,6.50997899999993,167.40882527272782,311845.005292,312934.83322894014,1.0034947743861398
R/torch,vgg16,cifar100,3,308029.93966800004,1621.3881039999999,5.983489000000191,167.40882527272782,308029.93966800004,309031.62853252236,1.0032519204646209
R/torch,vgg16,cifar100,4,309801.895916,1622.4334319999998,5.569091000000299,167.40882527272782,309801.895916,310734.21089814696,1.0030093908218036
R/torch,vgg16,fashionmnist,0,408129.749752,2144.5898730000004,6.065819999999803,167.40882527272782,408129.749752,409145.22155251575,1.0024881102177257
R/torch,vgg16,fashionmnist,1,406774.92918100004,2130.30716,5.8476009999999405,167.40882527272782,406774.92918100004,407753.86919507367,1.0024065888624076
R/torch,vgg16,fashionmnist,2,406960.56915399997,2142.6193550000003,5.656783999999789,167.40882527272782,406960.56915399997,407907.5647182615,1.0023269958714431
R/torch,vgg16,fashionmnist,3,405836.44835500006,2136.472225,5.581572000000051,167.40882527272782,405836.44835500006,406770.8527666952,1.002302416196186
R/torch,vgg16,fashionmnist,4,404554.811355,2136.5248579999998,6.244097000000238,167.40882527272782,404554.811355,405600.128298659,1.0025838697608314
R/torch,vgg16,tinyimagenet,0,608725.934298,3153.5326500000006,6.3796049999996285,167.40882527272782,608725.934298,609793.9364767539,1.0017544877235856
R/torch,vgg16,tinyimagenet,1,604453.6380539999,3140.9389110000006,6.490366999999424,167.40882527272782,604453.6380539999,605540.1827690586,1.0017975650184798
R/torch,vgg16,tinyimagenet,2,607125.772425,3155.629566,6.409685999999965,167.40882527272782,607125.772425,608198.8104286271,1.0017674064458524
R/torch,vgg16,tinyimagenet,3,603183.3525990001,3155.8210709999994,6.398046000000704,167.40882527272782,603183.3525990001,604254.441963901,1.001775727662718
R/torch,vgg16,tinyimagenet,4,604682.437438,3165.44552,5.8765629999998055,167.40882527272782,604682.437438,605666.2259464711,1.001626950689422
Rust/tch,resnet18,cifar100,0,39410.159025,153.997603,194.061458,166.94108952355927,39410.159025,71806.99025805044,1.822042641657431
Rust/tch,resnet18,cifar100,1,39060.72668,153.58958800000002,270.452536,166.94108952355927,39060.72668,84210.36770424963,2.15588328384498
Rust/tch,resnet18,cifar100,2,39411.88638100001,154.22332099999997,194.83735900000002,166.94108952355927,39411.88638100001,71938.24737235287,1.8252931787358806
Rust/tch,resnet18,cifar100,3,38465.001591,153.896859,270.154265,166.94108952355927,38465.001591,83564.84892953635,2.1724904581594706
Rust/tch,resnet18,cifar100,4,39071.430047999995,153.782182,194.27550699999998,166.94108952355927,39071.430047999995,71503.99485432185,1.8300838942029465
